pop_2012,chart_month,county,eligible_population_enrolled,location,month,opo,population_18_estimate,registry_enrollments,year,dummy_day,date
49221,05 (May),Greene,32.83,"(42.298326, -73.973376)",5,Center for Donation and Transplant in New York,38235,12553,2014,01,2014-05-01
4836,05 (May),Hamilton,35.64,"(43.618468, -74.395268)",5,Center for Donation and Transplant in New York,3757,1339,2014,01,2014-05-01
64519,05 (May),Herkimer,31.43,"(43.070026, -74.994246)",5,Center for Donation and Transplant in New York,50118,15750,2014,01,2014-05-01
116229,05 (May),Jefferson,36.35,"(44.019295, -75.898971)",5,Finger Lakes Donor Recovery Network,90287,32816,2014,01,2014-05-01
2504700,05 (May),Kings,13.83,"(40.65642, -73.950691)",5,New York Organ Donor Network,1945651,269149,2014,01,2014-05-01
27087,05 (May),Lewis,35.67,"(43.785537, -75.446296)",5,Finger Lakes Donor Recovery Network,21041,7505,2014,01,2014-05-01
65393,05 (May),Livingston,32.13,"(42.763754, -77.765392)",5,Finger Lakes Donor Recovery Network,50797,16319,2014,01,2014-05-01
73442,05 (May),Madison,31.19,"(42.986917, -75.720031)",5,Finger Lakes Donor Recovery Network,57050,17796,2014,01,2014-05-01
744344,05 (May),Monroe,28.36,"(43.161748, -77.620143)",5,Finger Lakes Donor Recovery Network,578206,163966,2014,01,2014-05-01
50219,05 (May),Montgomery,25.17,"(42.933637, -74.341972)",5,Center for Donation and Transplant in New York,39010,9819,2014,01,2014-05-01
1339532,05 (May),Nassau,20.52,"(40.715749, -73.601185)",5,New York Organ Donor Network,1040548,213508,2014,01,2014-05-01
1585873,05 (May),New York,29.88,"(40.726966, -74.005966)",5,New York Organ Donor Network,1231906,368103,2014,01,2014-05-01
216469,05 (May),Niagara,37.77,"(43.134634, -78.856419)",5,UNYTS,168153,63507,2014,01,2014-05-01
234878,05 (May),Oneida,18.93,"(43.149482, -75.361773)",5,Center for Donation and Transplant in New York,182453,34540,2014,01,2014-05-01
467026,05 (May),Onondaga,31.48,"(43.065629, -76.168033)",5,Finger Lakes Donor Recovery Network,362786,114195,2014,01,2014-05-01
107931,05 (May),Ontario,38.03,"(42.894571, -77.252045)",5,Finger Lakes Donor Recovery Network,83841,31881,2014,01,2014-05-01
372813,05 (May),Orange,24.02,"(41.422459, -74.241929)",5,New York Organ Donor Network,289601,69548,2014,01,2014-05-01
42883,05 (May),Orleans,8.6,"(43.248394, -78.218438)",5,UNYTS,33312,2865,2014,01,2014-05-01
122109,05 (May),Oswego,28.4,"(43.39123, -76.31133)",5,Finger Lakes Donor Recovery Network,94854,26936,2014,01,2014-05-01
62259,05 (May),Otsego,32.78,"(42.564852, -75.060334)",5,Center for Donation and Transplant in New York,48363,15854,2014,01,2014-05-01
99710,05 (May),Putnam,30.71,"(41.41131, -73.717443)",5,New York Organ Donor Network,77455,23784,2014,01,2014-05-01
2230722,05 (May),Queens,11.15,"(40.749338, -73.789673)",5,New York Organ Donor Network,1732825,193125,2014,01,2014-05-01
159429,05 (May),Rensselaer,29.25,"(42.70098, -73.628669)",5,Center for Donation and Transplant in New York,123844,36224,2014,01,2014-05-01
468730,05 (May),Richmond,15.59,"(40.566763, -74.148102)",5,New York Organ Donor Network,364109,56779,2014,01,2014-05-01
311687,05 (May),Rockland,19.1,"(41.127287, -74.017033)",5,New York Organ Donor Network,242118,46251,2014,01,2014-05-01
219607,05 (May),Saratoga,41.01,"(43.00894, -73.786779)",5,Center for Donation and Transplant in New York,170591,69956,2014,01,2014-05-01
154727,05 (May),Schenectady,34.37,"(42.809233, -73.946838)",5,Center for Donation and Transplant in New York,120192,41312,2014,01,2014-05-01
32749,05 (May),Schoharie,32.68,"(42.643426, -74.434606)",5,Center for Donation and Transplant in New York,25439,8314,2014,01,2014-05-01
18343,05 (May),Schuyler,33.27,"(42.38593, -76.872032)",5,Finger Lakes Donor Recovery Network,14249,4740,2014,01,2014-05-01
35251,05 (May),Seneca,16.79,"(42.833627, -76.82753)",5,Finger Lakes Donor Recovery Network,27383,4598,2014,01,2014-05-01
98990,05 (May),Steuben,33.26,"(42.270053, -77.324618)",5,Finger Lakes Donor Recovery Network,76895,25575,2014,01,2014-05-01
111944,05 (May),St Lawrence,24.33,"(44.689468, -75.242045)",5,Center for Donation and Transplant in New York,86958,21161,2014,01,2014-05-01
1493350,05 (May),Suffolk,26.04,"(40.820237, -73.119032)",5,New York Organ Donor Network,1160034,302093,2014,01,2014-05-01
77547,05 (May),Sullivan,23.31,"(41.705166, -74.711705)",5,Center for Donation and Transplant in New York,60239,14040,2014,01,2014-05-01
51125,05 (May),Tioga,33.47,"(42.120252, -76.29595)",5,Center for Donation and Transplant in New York,39714,13291,2014,01,2014-05-01
101564,05 (May),Tompkins,46.81,"(42.461024, -76.478784)",5,Finger Lakes Donor Recovery Network,78895,36934,2014,01,2014-05-01
19378102,05 (May),TOTAL NYS,22.96,NA,5,NA,15052907,3456874,2014,01,2014-05-01
182493,05 (May),Ulster,28.84,"(41.848374, -74.099412)",5,Center for Donation and Transplant in New York,141761,40877,2014,01,2014-05-01
65707,05 (May),Warren,26.18,"(43.403024, -73.716044)",5,Center for Donation and Transplant in New York,51041,13361,2014,01,2014-05-01
63216,05 (May),Washington,28.19,"(43.289513, -73.454761)",5,Center for Donation and Transplant in New York,49106,13844,2014,01,2014-05-01
93772,05 (May),Wayne,27.22,"(43.144336, -77.117995)",5,Finger Lakes Donor Recovery Network,72842,19827,2014,01,2014-05-01
949113,05 (May),Westchester,22.07,"(41.039278, -73.805386)",5,New York Organ Donor Network,737271,162718,2014,01,2014-05-01
25348,05 (May),Yates,32.68,"(42.634338, -77.078311)",5,Finger Lakes Donor Recovery Network,19690,6435,2014,01,2014-05-01
304204,04 (Apr),Albany,28.26,"(42.678066, -73.814233)",4,Center for Donation and Transplant in New York,236306,66781,2014,01,2014-04-01
48946,04 (Apr),Allegany,31.66,"(42.226801, -78.020567)",4,UNYTS,38021,12037,2014,01,2014-04-01
1385108,04 (Apr),Bronx,11.92,"(40.85589, -73.868294)",4,New York Organ Donor Network,1075952,128286,2014,01,2014-04-01
200600,04 (Apr),Broome,31.67,"(42.122015, -75.933191)",4,Center for Donation and Transplant in New York,155826,49353,2014,01,2014-04-01
80026,04 (Apr),Cayuga,28.39,"(42.940095, -76.560755)",4,Finger Lakes Donor Recovery Network,62164,17650,2014,01,2014-04-01
134905,04 (Apr),Chautauqua,35.47,"(42.246904, -79.315313)",4,UNYTS,104794,37170,2014,01,2014-04-01
88830,04 (Apr),Chemung,35.87,"(42.116644, -76.812331)",4,Finger Lakes Donor Recovery Network,69003,24749,2014,01,2014-04-01
50477,04 (Apr),Chenango,26.91,"(42.481798, -75.570013)",4,Finger Lakes Donor Recovery Network,39211,10551,2014,01,2014-04-01
82128,04 (Apr),Clinton,32.13,"(44.731944, -73.548883)",4,Center for Donation and Transplant in New York,63797,20500,2014,01,2014-04-01
63096,04 (Apr),Columbia,35.61,"(42.276913, -73.682168)",4,Center for Donation and Transplant in New York,49013,17453,2014,01,2014-04-01
49336,04 (Apr),Cortland,32.91,"(42.597101, -76.143291)",4,Finger Lakes Donor Recovery Network,38324,12614,2014,01,2014-04-01
47980,04 (Apr),Delaware,26.37,"(42.242972, -74.997944)",4,Center for Donation and Transplant in New York,37271,9830,2014,01,2014-04-01
297488,04 (Apr),Dutchess,28.34,"(41.686216, -73.840468)",4,Center for Donation and Transplant in New York,231089,65488,2014,01,2014-04-01
919040,04 (Apr),Erie,32.86,"(42.888143, -78.795544)",4,UNYTS,713910,234595,2014,01,2014-04-01
39370,04 (Apr),Essex,35.09,"(44.166026, -73.685145)",4,Center for Donation and Transplant in New York,30583,10733,2014,01,2014-04-01
51599,04 (Apr),Franklin,30.65,"(44.705699, -74.340621)",4,Center for Donation and Transplant in New York,40082,12286,2014,01,2014-04-01
55531,04 (Apr),Fulton,27.12,"(43.06014, -74.331296)",4,Center for Donation and Transplant in New York,43136,11698,2014,01,2014-04-01
60079,04 (Apr),Genesee,34.46,"(43.000121, -78.172679)",4,UNYTS,46669,16084,2014,01,2014-04-01
49221,04 (Apr),Greene,32.73,"(42.298326, -73.973376)",4,Center for Donation and Transplant in New York,38235,12516,2014,01,2014-04-01
4836,04 (Apr),Hamilton,35.53,"(43.618468, -74.395268)",4,Center for Donation and Transplant in New York,3757,1335,2014,01,2014-04-01
64519,04 (Apr),Herkimer,31.28,"(43.070026, -74.994246)",4,Center for Donation and Transplant in New York,50118,15676,2014,01,2014-04-01
116229,04 (Apr),Jefferson,36.13,"(44.019295, -75.898971)",4,Finger Lakes Donor Recovery Network,90287,32619,2014,01,2014-04-01
2504700,04 (Apr),Kings,13.73,"(40.65642, -73.950691)",4,New York Organ Donor Network,1945651,267125,2014,01,2014-04-01
27087,04 (Apr),Lewis,35.5,"(43.785537, -75.446296)",4,Finger Lakes Donor Recovery Network,21041,7469,2014,01,2014-04-01
65393,04 (Apr),Livingston,31.89,"(42.763754, -77.765392)",4,Finger Lakes Donor Recovery Network,50797,16198,2014,01,2014-04-01
73442,04 (Apr),Madison,30.96,"(42.986917, -75.720031)",4,Finger Lakes Donor Recovery Network,57050,17665,2014,01,2014-04-01
744344,04 (Apr),Monroe,28.21,"(43.161748, -77.620143)",4,Finger Lakes Donor Recovery Network,578206,163130,2014,01,2014-04-01
50219,04 (Apr),Montgomery,25,"(42.933637, -74.341972)",4,Center for Donation and Transplant in New York,39010,9751,2014,01,2014-04-01
1339532,04 (Apr),Nassau,20.41,"(40.715749, -73.601185)",4,New York Organ Donor Network,1040548,212327,2014,01,2014-04-01
1585873,04 (Apr),New York,29.72,"(40.726966, -74.005966)",4,New York Organ Donor Network,1231906,366128,2014,01,2014-04-01
216469,04 (Apr),Niagara,37.57,"(43.134634, -78.856419)",4,UNYTS,168153,63179,2014,01,2014-04-01
234878,04 (Apr),Oneida,18.83,"(43.149482, -75.361773)",4,Center for Donation and Transplant in New York,182453,34352,2014,01,2014-04-01
467026,04 (Apr),Onondaga,31.3,"(43.065629, -76.168033)",4,Finger Lakes Donor Recovery Network,362786,113564,2014,01,2014-04-01
107931,04 (Apr),Ontario,37.82,"(42.894571, -77.252045)",4,Finger Lakes Donor Recovery Network,83841,31706,2014,01,2014-04-01
372813,04 (Apr),Orange,23.88,"(41.422459, -74.241929)",4,New York Organ Donor Network,289601,69163,2014,01,2014-04-01
42883,04 (Apr),Orleans,8.47,"(43.248394, -78.218438)",4,UNYTS,33312,2823,2014,01,2014-04-01
122109,04 (Apr),Oswego,28.3,"(43.39123, -76.31133)",4,Finger Lakes Donor Recovery Network,94854,26843,2014,01,2014-04-01
62259,04 (Apr),Otsego,32.67,"(42.564852, -75.060334)",4,Center for Donation and Transplant in New York,48363,15800,2014,01,2014-04-01
99710,04 (Apr),Putnam,30.55,"(41.41131, -73.717443)",4,New York Organ Donor Network,77455,23659,2014,01,2014-04-01
2230722,04 (Apr),Queens,11.07,"(40.749338, -73.789673)",4,New York Organ Donor Network,1732825,191778,2014,01,2014-04-01
159429,04 (Apr),Rensselaer,29.08,"(42.70098, -73.628669)",4,Center for Donation and Transplant in New York,123844,36014,2014,01,2014-04-01
468730,04 (Apr),Richmond,15.5,"(40.566763, -74.148102)",4,New York Organ Donor Network,364109,56449,2014,01,2014-04-01
311687,04 (Apr),Rockland,19,"(41.127287, -74.017033)",4,New York Organ Donor Network,242118,45992,2014,01,2014-04-01
219607,04 (Apr),Saratoga,40.79,"(43.00894, -73.786779)",4,Center for Donation and Transplant in New York,170591,69592,2014,01,2014-04-01
154727,04 (Apr),Schenectady,34.24,"(42.809233, -73.946838)",4,Center for Donation and Transplant in New York,120192,41151,2014,01,2014-04-01
32749,04 (Apr),Schoharie,32.55,"(42.643426, -74.434606)",4,Center for Donation and Transplant in New York,25439,8280,2014,01,2014-04-01
18343,04 (Apr),Schuyler,32.99,"(42.38593, -76.872032)",4,Finger Lakes Donor Recovery Network,14249,4701,2014,01,2014-04-01
35251,04 (Apr),Seneca,16.7,"(42.833627, -76.82753)",4,Finger Lakes Donor Recovery Network,27383,4573,2014,01,2014-04-01
98990,04 (Apr),Steuben,33.09,"(42.270053, -77.324618)",4,Finger Lakes Donor Recovery Network,76895,25446,2014,01,2014-04-01
111944,04 (Apr),St Lawrence,24.33,"(44.689468, -75.242045)",4,Center for Donation and Transplant in New York,86958,21161,2014,01,2014-04-01
1493350,04 (Apr),Suffolk,25.92,"(40.820237, -73.119032)",4,New York Organ Donor Network,1160034,300649,2014,01,2014-04-01
77547,04 (Apr),Sullivan,23.16,"(41.705166, -74.711705)",4,Center for Donation and Transplant in New York,60239,13951,2014,01,2014-04-01
51125,04 (Apr),Tioga,33.32,"(42.120252, -76.29595)",4,Center for Donation and Transplant in New York,39714,13232,2014,01,2014-04-01
101564,04 (Apr),Tompkins,46.58,"(42.461024, -76.478784)",4,Finger Lakes Donor Recovery Network,78895,36753,2014,01,2014-04-01
19378102,04 (Apr),TOTAL NYS,22.84,NA,4,NA,15052907,3437678,2014,01,2014-04-01
182493,04 (Apr),Ulster,28.68,"(41.848374, -74.099412)",4,Center for Donation and Transplant in New York,141761,40654,2014,01,2014-04-01
65707,04 (Apr),Warren,26.08,"(43.403024, -73.716044)",4,Center for Donation and Transplant in New York,51041,13310,2014,01,2014-04-01
63216,04 (Apr),Washington,28.04,"(43.289513, -73.454761)",4,Center for Donation and Transplant in New York,49106,13769,2014,01,2014-04-01
93772,04 (Apr),Wayne,27.1,"(43.144336, -77.117995)",4,Finger Lakes Donor Recovery Network,72842,19739,2014,01,2014-04-01
949113,04 (Apr),Westchester,21.95,"(41.039278, -73.805386)",4,New York Organ Donor Network,737271,161844,2014,01,2014-04-01
42155,04 (Apr),Wyoming,34.33,"(42.723641, -78.204473)",4,UNYTS,32746,11242,2014,01,2014-04-01
25348,04 (Apr),Yates,32.57,"(42.634338, -77.078311)",4,Finger Lakes Donor Recovery Network,19690,6414,2014,01,2014-04-01
19378102,11 (Nov),TOTAL NYS,22.18,NA,11,NA,15052907,3338800,2013,01,2013-11-01
304204,03 (Mar),Albany,28.1,"(42.678066, -73.814233)",3,Center for Donation and Transplant in New York,236306,66413,2014,01,2014-03-01
48946,03 (Mar),Allegany,31.49,"(42.226801, -78.020567)",3,UNYTS,38021,11971,2014,01,2014-03-01
1385108,03 (Mar),Bronx,11.81,"(40.85589, -73.868294)",3,New York Organ Donor Network,1075952,127092,2014,01,2014-03-01
200600,03 (Mar),Broome,31.46,"(42.122015, -75.933191)",3,Center for Donation and Transplant in New York,155826,49029,2014,01,2014-03-01
80317,03 (Mar),Cattauragus,35.71,"(42.224267, -78.606673)",3,UNYTS,62390,22278,2014,01,2014-03-01
80026,03 (Mar),Cayuga,28.18,"(42.940095, -76.560755)",3,Finger Lakes Donor Recovery Network,62164,17516,2014,01,2014-03-01
134905,03 (Mar),Chautauqua,35.28,"(42.246904, -79.315313)",3,UNYTS,104794,36970,2014,01,2014-03-01
88830,03 (Mar),Chemung,35.63,"(42.116644, -76.812331)",3,Finger Lakes Donor Recovery Network,69003,24588,2014,01,2014-03-01
50477,03 (Mar),Chenango,26.7,"(42.481798, -75.570013)",3,Finger Lakes Donor Recovery Network,39211,10471,2014,01,2014-03-01
82128,03 (Mar),Clinton,31.95,"(44.731944, -73.548883)",3,Center for Donation and Transplant in New York,63797,20386,2014,01,2014-03-01
63096,03 (Mar),Columbia,35.38,"(42.276913, -73.682168)",3,Center for Donation and Transplant in New York,49013,17342,2014,01,2014-03-01
49336,03 (Mar),Cortland,32.73,"(42.597101, -76.143291)",3,Finger Lakes Donor Recovery Network,38324,12543,2014,01,2014-03-01
47980,03 (Mar),Delaware,26.15,"(42.242972, -74.997944)",3,Center for Donation and Transplant in New York,37271,9747,2014,01,2014-03-01
297488,03 (Mar),Dutchess,28.14,"(41.686216, -73.840468)",3,Center for Donation and Transplant in New York,231089,65022,2014,01,2014-03-01
919040,03 (Mar),Erie,32.69,"(42.888143, -78.795544)",3,UNYTS,713910,233342,2014,01,2014-03-01
39370,03 (Mar),Essex,34.95,"(44.166026, -73.685145)",3,Center for Donation and Transplant in New York,30583,10689,2014,01,2014-03-01
51599,03 (Mar),Franklin,30.46,"(44.705699, -74.340621)",3,Center for Donation and Transplant in New York,40082,12209,2014,01,2014-03-01
55531,03 (Mar),Fulton,26.97,"(43.06014, -74.331296)",3,Center for Donation and Transplant in New York,43136,11635,2014,01,2014-03-01
60079,03 (Mar),Genesee,34.24,"(43.000121, -78.172679)",3,UNYTS,46669,15978,2014,01,2014-03-01
49221,03 (Mar),Greene,32.59,"(42.298326, -73.973376)",3,Center for Donation and Transplant in New York,38235,12459,2014,01,2014-03-01
4836,03 (Mar),Hamilton,35.45,"(43.618468, -74.395268)",3,Center for Donation and Transplant in New York,3757,1332,2014,01,2014-03-01
64519,03 (Mar),Herkimer,31.07,"(43.070026, -74.994246)",3,Center for Donation and Transplant in New York,50118,15572,2014,01,2014-03-01
116229,03 (Mar),Jefferson,35.88,"(44.019295, -75.898971)",3,Finger Lakes Donor Recovery Network,90287,32394,2014,01,2014-03-01
2504700,03 (Mar),Kings,13.6,"(40.65642, -73.950691)",3,New York Organ Donor Network,1945651,264687,2014,01,2014-03-01
27087,03 (Mar),Lewis,35.37,"(43.785537, -75.446296)",3,Finger Lakes Donor Recovery Network,21041,7443,2014,01,2014-03-01
65393,03 (Mar),Livingston,31.63,"(42.763754, -77.765392)",3,Finger Lakes Donor Recovery Network,50797,16067,2014,01,2014-03-01
73442,03 (Mar),Madison,30.74,"(42.986917, -75.720031)",3,Finger Lakes Donor Recovery Network,57050,17540,2014,01,2014-03-01
744344,03 (Mar),Monroe,28.07,"(43.161748, -77.620143)",3,Finger Lakes Donor Recovery Network,578206,162316,2014,01,2014-03-01
50219,03 (Mar),Montgomery,24.83,"(42.933637, -74.341972)",3,Center for Donation and Transplant in New York,39010,9688,2014,01,2014-03-01
1339532,03 (Mar),Nassau,20.29,"(40.715749, -73.601185)",3,New York Organ Donor Network,1040548,211161,2014,01,2014-03-01
1585873,03 (Mar),New York,29.53,"(40.726966, -74.005966)",3,New York Organ Donor Network,1231906,363796,2014,01,2014-03-01
216469,03 (Mar),Niagara,37.36,"(43.134634, -78.856419)",3,UNYTS,168153,62816,2014,01,2014-03-01
234878,03 (Mar),Oneida,18.7,"(43.149482, -75.361773)",3,Center for Donation and Transplant in New York,182453,34112,2014,01,2014-03-01
467026,03 (Mar),Onondaga,31.12,"(43.065629, -76.168033)",3,Finger Lakes Donor Recovery Network,362786,112904,2014,01,2014-03-01
107931,03 (Mar),Ontario,37.64,"(42.894571, -77.252045)",3,Finger Lakes Donor Recovery Network,83841,31557,2014,01,2014-03-01
372813,03 (Mar),Orange,23.73,"(41.422459, -74.241929)",3,New York Organ Donor Network,289601,68735,2014,01,2014-03-01
42883,03 (Mar),Orleans,8.41,"(43.248394, -78.218438)",3,UNYTS,33312,2802,2014,01,2014-03-01
122109,03 (Mar),Oswego,28.14,"(43.39123, -76.31133)",3,Finger Lakes Donor Recovery Network,94854,26695,2014,01,2014-03-01
62259,03 (Mar),Otsego,32.52,"(42.564852, -75.060334)",3,Center for Donation and Transplant in New York,48363,15726,2014,01,2014-03-01
99710,03 (Mar),Putnam,30.39,"(41.41131, -73.717443)",3,New York Organ Donor Network,77455,23538,2014,01,2014-03-01
2230722,03 (Mar),Queens,10.96,"(40.749338, -73.789673)",3,New York Organ Donor Network,1732825,189978,2014,01,2014-03-01
159429,03 (Mar),Rensselaer,28.89,"(42.70098, -73.628669)",3,Center for Donation and Transplant in New York,123844,35782,2014,01,2014-03-01
468730,03 (Mar),Richmond,15.39,"(40.566763, -74.148102)",3,New York Organ Donor Network,364109,56030,2014,01,2014-03-01
311687,03 (Mar),Rockland,18.88,"(41.127287, -74.017033)",3,New York Organ Donor Network,242118,45701,2014,01,2014-03-01
219607,03 (Mar),Saratoga,40.57,"(43.00894, -73.786779)",3,Center for Donation and Transplant in New York,170591,69210,2014,01,2014-03-01
154727,03 (Mar),Schenectady,34.04,"(42.809233, -73.946838)",3,Center for Donation and Transplant in New York,120192,40918,2014,01,2014-03-01
32749,03 (Mar),Schoharie,32.41,"(42.643426, -74.434606)",3,Center for Donation and Transplant in New York,25439,8246,2014,01,2014-03-01
18343,03 (Mar),Schuyler,32.75,"(42.38593, -76.872032)",3,Finger Lakes Donor Recovery Network,14249,4666,2014,01,2014-03-01
35251,03 (Mar),Seneca,16.62,"(42.833627, -76.82753)",3,Finger Lakes Donor Recovery Network,27383,4552,2014,01,2014-03-01
98990,03 (Mar),Steuben,32.86,"(42.270053, -77.324618)",3,Finger Lakes Donor Recovery Network,76895,25267,2014,01,2014-03-01
